Company Name,Sector,Profits in USD,AI Benefits,Ticker,Profit 2022,Profit 2024,Profit Change
Climb Credit,Financial Services,229599,"Credit risk analysis, loan optimization",ACP,-59724956.0,30270008.0,89994964.0
Snap,Technology  ,607153,"Image recognition, predictive analytics",SNA,911700000.0,1011100000.0,99400000.0
Fundation (Linear Financial Technologies)***,Financial Services  ,324290,"Loan underwriting, fraud detection ",A,1254000000.0,1240000000.0,-14000000.0
MatchBox Consulting Group,Consulting  ,926786,"Data analytics, process optimization",ALG,101928000.0,136161000.0,34233000.0
ALTA SISTEMAS,Technology  ,422955,"Process automation, predictive analytics",AMR,1448545000.0,721956000.0,-726589000.0
Shopify,Ecommerce Tech  ,507862,"Recommendation engine, inventory optimization",SHOP,-3460000000.0,132000000.0,3592000000.0
Synergy Science,Healthcare,166685,"Drug discovery acceleration, precision medicine",BST,-654770313.0,290145231.0,944915544.0
AgAmerica Lending,Financial Services  ,317597,"Loan underwriting automation, fraud detection",OCSL,29223000.0,117331000.0,88108000.0
Digital Hyve,Advertising,247203,"Ad targeting, campaign optimization  ",APPS,35546000.0,16673000.0,-18873000.0
Knesko Skin,Healthcare  ,700696,"Product development, marketing optimization",NUS,104778000.0,8595000.0,-96183000.0
MongoDB,Technology  ,512538,"Data infrastructure optimization, predictive analytics",MDB,-306866000.0,-345398000.0,-38532000.0
eAssist Dental Solutions,Healthcare Tech,303161,Appointment scheduling optimization,BFAM,80641000.0,74223000.0,-6418000.0
Tesla,Automotive  ,634996,"Predictive maintenance, autonomous driving",TSLA,12583000000.0,14999000000.0,2416000000.0
DocuSign,Technology,3109412,"Document workflow automation, predictive analytics",DOCU,-69976000.0,-97454000.0,-27478000.0
American Hometown Media,Advertising  ,253002,"Ad targeting, campaign optimization",ABEV,14457900000.0,14501900000.0,44000000.0
Compliancy Group,Consulting  ,998023,"Compliance automation, predictive analytics",AAL,127000000.0,822000000.0,695000000.0
MatterHackers,Manufacturing  ,109622,"Demand forecasting, predictive maintenance",RH,688546000.0,528642000.0,-159904000.0
Surgically Clean Air,Manufacturing,880007,"Quality control automation, predictive maintenance  ",AIRT,10928000.0,-12295000.0,-23223000.0
MAS DISEÑO Y MARKETING,Advertising,606772,"Ad targeting, campaign optimization  ",AVAL,2482885000000.0,739003000000.0,-1743882000000.0
A.Life Group,Healthcare  ,481385,"Patient care optimization, precision medicine  ",AAL,127000000.0,822000000.0,695000000.0
OptimizeRx**,Healthcare Tech  ,277166,"Pharma marketing optimization, analytics",OPRX,-11438440.0,-17566000.0,-6127560.0
Empire Flippers,Financial Services,558385,"Business valuation, investment analytics  ",ESBA,63455000.0,84339000.0,20884000.0
GLE,Consulting  ,966603,"Data analytics, process optimization",EGBN,140930000.0,100534000.0,-40396000.0
CS-1 Transportation,Logistics,928953,"Fleet routing optimization, demand forecasting",ABEV,14457900000.0,14501900000.0,44000000.0
CareDx,Healthcare,694555,"Diagnostics optimization, precision medicine",CDNA,-76613000.0,-190284000.0,-113671000.0
Pure Storage,Technology,9094052,"Storage optimization, predictive analytics",PSTG,-143259000.0,73071000.0,216330000.0
MASSIE R&D Tax Credits,Financial Services,775717,"Tax credit optimization, process automation  ",ETB,-60836031.0,65348120.0,126184151.0
Fab Glass and Mirror,Manufacturing  ,556142,"Demand forecasting, predictive maintenance",AIV,75726000.0,-166196000.0,-241922000.0
Oasys International,Technology  ,927472,"Executive search optimization, predictive analytics",AIG,10227000000.0,3643000000.0,-6584000000.0
Red Oak Compliance Solutions,Consulting,295910,Regulatory compliance automation,BR,539100000.0,630600000.0,91500000.0
Explorer Research,Consulting  ,528853,"Data analytics, predictive analytics",ACTG,-125065000.0,67060000.0,192125000.0
FE International,Financial Services  ,689526,"Business valuation, investment analytics",AIG,10227000000.0,3643000000.0,-6584000000.0
Buhler Commercial,Construction  ,868830,"Project planning, predictive analytics",ACRE,29785000.0,-38867000.0,-68652000.0
P3 Pacific Packaging Products*,Manufacturing  ,212288,"Predictive maintenance, quality control automation",APWC,3874000.0,3867000.0,-7000.0
Ziggi's Coffee,Restaurants  ,985307,"Demand forecasting, customer analytics",ABEV,14457900000.0,14501900000.0,44000000.0
JA Saúde Animal,Healthcare  ,838529,Veterinary diagnostics optimization  ,ELAN,-78000000.0,-1231000000.0,-1153000000.0
CIVE®,Construction,309529,"Project planning, predictive analytics",CVEO,3997000.0,30157000.0,26160000.0
DB1 Group,Consulting,783729,"Data analytics, process optimization  ",AAL,127000000.0,822000000.0,695000000.0
Boost Payment Solutions,Financial Services  ,715260,"Fraud detection, transaction analytics",BFAM,80641000.0,74223000.0,-6418000.0
Pluribus Networks,Technology,7689135,"Network optimization, predictive analytics",GILT,-5928000.0,23504000.0,29432000.0
MercadoLibre,Ecommerce,331817,"Recommendation engine, inventory optimization",MELI,482000000.0,987000000.0,505000000.0
Shutter and Sound Films,Media Production,552072,"Content recommendation, optimization",AIV,75726000.0,-166196000.0,-241922000.0
Wayfair,Ecommerce  ,126868,"Recommendation engine, inventory optimization",W,-1331000000.0,-738000000.0,593000000.0
Sierra Nevada Hamburguesas y Malteadas,Restaurants  ,437085,"Demand forecasting, customer analytics",AVAL,2482885000000.0,739003000000.0,-1743882000000.0
Equium Group,Consulting,926965,"Data analytics, process optimization  ",AAL,127000000.0,822000000.0,695000000.0
RTI,Technology,5252183,"Connectivity optimization, predictive analytics  ",BXP,848947000.0,190215000.0,-658732000.0
Zenius Corporation,Education Tech,134341,"Content recommendation, student evaluation  ",AAME,1525000.0,,
Gunderson Direct,Advertising  ,648440,"Ad targeting, campaign optimization",ISDR,1934000.0,766000.0,-1168000.0
Daitan Group,Technology,1443380,"Process automation, predictive analytics",AAL,127000000.0,822000000.0,695000000.0
VELOX Media,Advertising  ,930182,"Ad targeting, campaign optimization ",BATRA,-34172000.0,-125294000.0,-91122000.0
BrD Brasil Distressed,Financial Services,830010,"Investment analytics, portfolio optimization",BSBR,14287093000.0,9449313000.0,-4837780000.0
ServiceNow,Technology  ,420351,"IT process automation, predictive analytics",NOW,325000000.0,1731000000.0,1406000000.0
Nutanix,Technology  ,263413,"Infrastructure optimization, predictive analytics",NTNX,-798946000.0,-254560000.0,544386000.0
M.I.T. Consulting,Consulting,690896,"Data analytics, process optimization",AAP,464402000.0,29735000.0,-434667000.0
TDK Technologies,Technology  ,810615,"Process automation, predictive analytics",A,1254000000.0,1240000000.0,-14000000.0
Denny Cherry & Associates Consulting,Consulting,548474,"Data analytics, predictive analytics",DENN,74712000.0,19945000.0,-54767000.0
PPT Consulting,Consulting,269073,"Data analytics, process optimization",HURN,75552000.0,62479000.0,-13073000.0
Yext,Advertising Tech,109336,"Ad targeting, business profile optimization  ",YEXT,-93259000.0,-65938000.0,27321000.0
Canada Goose Holdings,Apparel  ,332249,"Demand forecasting, inventory optimization",GOOS,94600000.0,72700000.0,-21900000.0
RingCentral,Technology,6906700,"Call routing optimization, predictive analytics",RNG,-879166000.0,-165240000.0,713926000.0
Clear Touch,Technology,4959864,Education content optimization ,CCO,-96604000.0,-310922000.0,-214318000.0
Domo,Technology,2619464,"Data analytics, predictive analytics  ",DOMO,-102111000.0,-105551000.0,-3440000.0
AMERICA ENERGIA SA,Energy  ,211638,"Equipment monitoring, predictive maintenance",ACIU,-70753000.0,-54233000.0,16520000.0
Netflix,Media  ,253175,"Content recommendation, customer analytics",NFLX,4491924000.0,5407990000.0,916066000.0
Moove It,Technology,3509313,"Process automation, predictive analytics  ",ITP,-16571308.0,-9946035.0,6625273.0
Fulcrum Digital,Advertising  ,968108,"Ad targeting, campaign optimization",DLR,377684000.0,948838000.0,571154000.0
Health Company,Healthcare,339388,"Diagnostics optimization, precision medicine  ",ACHC,273139000.0,-21667000.0,-294806000.0
Etsy,Ecommerce  ,613549,"Recommendation engine, inventory optimization",ETSY,-694288000.0,307568000.0,1001856000.0
SMART,Consulting  ,536668,"Data analytics, process optimization",CUBE,291263000.0,410757000.0,119494000.0
D2C Media,Advertising  ,271614,"Ad targeting, campaign optimization",BATRA,-34172000.0,-125294000.0,-91122000.0
Atlantic Petroleum & Mineral Resources,Energy,887708,"Exploration optimization, predictive maintenance",AMR,1448545000.0,721956000.0,-726589000.0
Vetsource,Healthcare Tech,794951,"Supply chain optimization, precision medicine",ES,1404875000.0,-442240000.0,-1847115000.0
AMC Bridge,Consulting  ,389080,"Data analytics, process optimization",AMC,-973600000.0,-396600000.0,577000000.0
Huss Brewing Company,Food and Beverage,210528,"Demand forecasting, supply chain optimization",ADM,4340000000.0,3483000000.0,-857000000.0
Bright Power,Energy  ,894048,Building energy optimization,AEP,2307200000.0,2208100000.0,-99100000.0
vTech Solution,Technology  ,185057,"Process automation, predictive analytics",CTSH,2290000000.0,2126000000.0,-164000000.0
Tundra Technical Solutions,Consulting,172816,"Data analytics, process optimization",BR,539100000.0,630600000.0,91500000.0
CCM Industria e Comercio de Produtos Descartaveis,Manufacturing,626113,"Predictive maintenance, quality control automation",BCH,1445799000000.0,1374026000000.0,-71773000000.0
Aligned Technology Solutions,Technology  ,708396,"Process automation, predictive analytics",ASX,61501545000.0,,
Universal Display Corporation,Technology,1117067,"Process optimization, predictive maintenance",OLED,210061000.0,203011000.0,-7050000.0
The Marquee Group,Events,494580,"Vendor matching, demand forecasting ",AAL,127000000.0,822000000.0,695000000.0
Synergy Settlement Services,Real Estate,845646,"Transaction automation, analytics",CCM,-489661000.0,-297658000.0,192003000.0
Rev.io,Technology  ,635987,"Revenue automation, predictive analytics",REVG,15200000.0,45300000.0,30100000.0
Abby's Catering,Food Services  ,628710,"Demand forecasting, supply chain optimization",ABEV,14457900000.0,14501900000.0,44000000.0
York Property Services,Real Estate,671445,"Property valuation, investment optimization",AMS,1328000.0,610000.0,-718000.0
Grupo Roncador,Energy  ,229023,"Equipment monitoring, predictive maintenance",ASR,9986548000.0,10203713000.0,217165000.0
Cogent Analytics,Consulting  ,619915,"Data analytics, predictive analytics",CCOI,5146000.0,1273441000.0,1268295000.0
Supernus Pharmaceuticals,Healthcare  ,205199,"Drug discovery, clinical trial optimization",SUPN,60711000.0,1316000.0,-59395000.0
Harmonic Machine,Manufacturing,193301,"Predictive maintenance, quality control automation",CVR,2867629.0,-4401584.0,-7269213.0
I.T. Works Recruitment,Staffing  ,183441,Candidate matching and assessment,AIRT,10928000.0,-12295000.0,-23223000.0
Eco Lips,Manufacturing,522657,"Predictive maintenance, supply chain optimization",RETO,-14629055.0,-15641735.0,-1012680.0
Fors Marsh Group,Consulting  ,912752,"Risk modeling, predictive analytics",AAL,127000000.0,822000000.0,695000000.0
Million Dollar Baby Co.,Manufacturing  ,167762,"Predictive maintenance, supply chain optimization",ASX,61501545000.0,,
The Agency,Consulting  ,621911,"Data analytics, process optimization",AES,-546000000.0,249000000.0,795000000.0
Very,Ecommerce,171849,"Recommendation engine, inventory optimization",AVY,757100000.0,503000000.0,-254100000.0
24 Hour Home Care,Healthcare,148060,Care coordination optimization,EPC,99500000.0,114700000.0,15200000.0
